Treatment,COPY_MUT_PROB,COPY_INS_PROB,COPY_DEL_PROB,DIVIDE_INS_PROB,DIVIDE_DEL_PROB,DIVIDE_SLIP_PROB,SLIP_FILL_MODE,Replicate #,Length,Task Coding Sites Average,Task Coding Sites Standard Deviation,Information Type,Information,Information Concentration
Slip-NOP,0.0,0.0,0.0,0.0,0.0,0.05,1,1626,179,28.111111111111111,7.9504639199992528,efficiency,78.0,0.43575418994413406
Slip-NOP,0.0,0.0,0.0,0.0,0.0,0.05,1,1626,179,28.111111111111111,7.9504639199992528,viable,18.0,0.1005586592178771
Slip-NOP,0.0,0.0,0.0,0.0,0.0,0.05,1,1620,100,19.333333333333332,3.2998316455372216,Task Count,43.0,0.42999999999999999
Slip-NOP,0.0,0.0,0.0,0.0,0.0,0.05,1,1620,100,19.333333333333332,3.2998316455372216,gest_time,48.0,0.47999999999999998
Slip-NOP,0.0,0.0,0.0,0.0,0.0,0.05,1,1620,100,19.333333333333332,3.2998316455372216,comp_merit,43.0,0.42999999999999999
Slip-NOP,0.0,0.0,0.0,0.0,0.0,0.05,1,1620,100,19.333333333333332,3.2998316455372216,merit,45.0,0.45000000000000001
Slip-NOP,0.0,0.0,0.0,0.0,0.0,0.05,1,1620,100,19.333333333333332,3.2998316455372216,fitness,69.0,0.68999999999999995
Slip-NOP,0.0,0.0,0.0,0.0,0.0,0.05,1,1620,100,19.333333333333332,3.2998316455372216,efficiency,49.0,0.48999999999999999
Slip-NOP,0.0,0.0,0.0,0.0,0.0,0.05,1,1620,100,19.333333333333332,3.2998316455372216,viable,10.0,0.10000000000000001
Slip-NOP,0.0,0.0,0.0,0.0,0.0,0.05,1,1632,100,32.75,10.96300597464035,Task Count,69.0,0.68999999999999995
Slip-NOP,0.0,0.0,0.0,0.0,0.0,0.05,1,1632,100,32.75,10.96300597464035,gest_time,77.0,0.77000000000000002
Slip-NOP,0.0,0.0,0.0,0.0,0.0,0.05,1,1632,100,32.75,10.96300597464035,comp_merit,69.0,0.68999999999999995
Slip-NOP,0.0,0.0,0.0,0.0,0.0,0.05,1,1632,100,32.75,10.96300597464035,merit,73.0,0.72999999999999998
Slip-NOP,0.0,0.0,0.0,0.0,0.0,0.05,1,1632,100,32.75,10.96300597464035,fitness,90.0,0.90000000000000002
Slip-NOP,0.0,0.0,0.0,0.0,0.0,0.05,1,1632,100,32.75,10.96300597464035,efficiency,77.0,0.77000000000000002
Slip-NOP,0.0,0.0,0.0,0.0,0.0,0.05,1,1632,100,32.75,10.96300597464035,viable,17.0,0.17000000000000001
Slip-NOP,0.0,0.0,0.0,0.0,0.0,0.05,1,1636,100,20.375,7.7610807881376935,Task Count,54.0,0.54000000000000004
Slip-NOP,0.0,0.0,0.0,0.0,0.0,0.05,1,1636,100,20.375,7.7610807881376935,gest_time,68.0,0.68000000000000005
Slip-NOP,0.0,0.0,0.0,0.0,0.0,0.05,1,1636,100,20.375,7.7610807881376935,comp_merit,54.0,0.54000000000000004
Slip-NOP,0.0,0.0,0.0,0.0,0.0,0.05,1,1636,100,20.375,7.7610807881376935,merit,55.0,0.55000000000000004
