,Task Coding Sites,Number of Task Coding Sites,Number of Unique Coding Sites,Viability Sites,Number of Viability Sites,Genome Length,Fraction Task Coding Sites,Fraction Viability Sites,Ratio of Viability Sites to Coding Sites,Genome
"run_1540,NOR",[],0,22,"[0, 1, 2, 3, 34, 37, 39, 40, 88, 91, 96, 97, 98, 99]",14,100,0.22,0.14,0.6363636363636365,wzcakcuppstrrrkcsisdxwycnwmcbccpqgccgctpchbebqeccccscqwycuyoccpccecwuccccecsycccqmyAdclgccczvvvvxgab
"run_1540,XOR",[],0,22,"[0, 1, 2, 3, 34, 37, 39, 40, 88, 91, 96, 97, 98, 99]",14,100,0.22,0.14,0.6363636363636365,wzcakcuppstrrrkcsisdxwycnwmcbccpqgccgctpchbebqeccccscqwycuyoccpccecwuccccecsycccqmyAdclgccczvvvvxgab
"run_1540,EQUALS",[],0,22,"[0, 1, 2, 3, 34, 37, 39, 40, 88, 91, 96, 97, 98, 99]",14,100,0.22,0.14,0.6363636363636365,wzcakcuppstrrrkcsisdxwycnwmcbccpqgccgctpchbebqeccccscqwycuyoccpccecwuccccecsycccqmyAdclgccczvvvvxgab
"run_1552,NOT","[60, 64, 67, 69, 70, 74, 75]",7,26,"[0, 1, 2, 3, 4, 5, 81, 82, 85, 86, 94, 101, 102, 103, 104]",15,105,0.24761904761904763,0.14285714285714285,0.5769230769230769,wzcagczwcyccnyxdclcicAcycumscyccqciccaclccpctcccctpqtAccnccypecycdscycnAcAtccccoayccbecvbcncsAzvvvfcaxgab
"run_1552,NAND","[13, 18, 23, 24, 25, 26, 28, 30, 40, 42, 43, 44, 45, 56, 57, 64]",16,26,"[0, 1, 2, 3, 4, 5, 81, 82, 85, 86, 94, 101, 102, 103, 104]",15,105,0.24761904761904763,0.14285714285714285,0.5769230769230769,wzcagczwcyccnyxdclcicAcycumscyccqciccaclccpctcccctpqtAccnccypecycdscycnAcAtccccoayccbecvbcncsAzvvvfcaxgab
"run_1552,AND","[13, 18, 23, 24, 25, 26, 28, 30, 40, 42, 43, 44, 45, 52, 57, 59]",16,26,"[0, 1, 2, 3, 4, 5, 81, 82, 85, 86, 94, 101, 102, 103, 104]",15,105,0.24761904761904763,0.14285714285714285,0.5769230769230769,wzcagczwcyccnyxdclcicAcycumscyccqciccaclccpctcccctpqtAccnccypecycdscycnAcAtccccoayccbecvbcncsAzvvvfcaxgab
"run_1552,ORNOT",[],0,26,"[0, 1, 2, 3, 4, 5, 81, 82, 85, 86, 94, 101, 102, 103, 104]",15,105,0.24761904761904763,0.14285714285714285,0.5769230769230769,wzcagczwcyccnyxdclcicAcycumscyccqciccaclccpctcccctpqtAccnccypecycdscycnAcAtccccoayccbecvbcncsAzvvvfcaxgab
"run_1552,OR",[],0,26,"[0, 1, 2, 3, 4, 5, 81, 82, 85, 86, 94, 101, 102, 103, 104]",15,105,0.24761904761904763,0.14285714285714285,0.5769230769230769,wzcagczwcyccnyxdclcicAcycumscyccqciccaclccpctcccctpqtAccnccypecycdscycnAcAtccccoayccbecvbcncsAzvvvfcaxgab
"run_1552,ANDNOT","[13, 18, 23, 24, 25, 26, 27, 28, 29, 30]",10,26,"[0, 1, 2, 3, 4, 5, 81, 82, 85, 86, 94, 101, 102, 103, 104]",15,105,0.24761904761904763,0.14285714285714285,0.5769230769230769,wzcagczwcyccnyxdclcicAcycumscyccqciccaclccpctcccctpqtAccnccypecycdscycnAcAtccccoayccbecvbcncsAzvvvfcaxgab
"run_1552,NOR",[],0,26,"[0, 1, 2, 3, 4, 5, 81, 82, 85, 86, 94, 101, 102, 103, 104]",15,105,0.24761904761904763,0.14285714285714285,0.5769230769230769,wzcagczwcyccnyxdclcicAcycumscyccqciccaclccpctcccctpqtAccnccypecycdscycnAcAtccccoayccbecvbcncsAzvvvfcaxgab
"run_1552,XOR",[],0,26,"[0, 1, 2, 3, 4, 5, 81, 82, 85, 86, 94, 101, 102, 103, 104]",15,105,0.24761904761904763,0.14285714285714285,0.5769230769230769,wzcagczwcyccnyxdclcicAcycumscyccqciccaclccpctcccctpqtAccnccypecycdscycnAcAtccccoayccbecvbcncsAzvvvfcaxgab
"run_1552,EQUALS",[],0,26,"[0, 1, 2, 3, 4, 5, 81, 82, 85, 86, 94, 101, 102, 103, 104]",15,105,0.24761904761904763,0.14285714285714285,0.5769230769230769,wzcagczwcyccnyxdclcicAcycumscyccqciccaclccpctcccctpqtAccnccypecycdscycnAcAtccccoayccbecvbcncsAzvvvfcaxgab
"run_1556,NOT","[7, 8, 19, 29, 40, 41]",6,24,"[1, 3, 4, 5, 6, 92, 97, 99, 100]",9,101,0.2376237623762376,0.0891089108910891,0.375,pwzjagcuccccactbccxybfdccwdqcucccoywcajcyccmccxscsciccyccqcucuccsyccAjcccccmucxcardocykycrcczvvfcxvga
"run_1556,NAND","[40, 41, 48, 50, 54, 55, 60, 64, 66, 75, 76, 85]",12,24,"[1, 3, 4, 5, 6, 92, 97, 99, 100]",9,101,0.2376237623762376,0.0891089108910891,0.375,pwzjagcuccccactbccxybfdccwdqcucccoywcajcyccmccxscsciccyccqcucuccsyccAjcccccmucxcardocykycrcczvvfcxvga
"run_1556,AND","[44, 48, 50, 54, 55, 59, 60, 61, 62, 64, 66, 75, 77, 87, 88]",15,24,"[1, 3, 4, 5, 6, 92, 97, 99, 100]",9,101,0.2376237623762376,0.0891089108910891,0.375,pwzjagcuccccactbccxybfdccwdqcucccoywcajcyccmccxscsciccyccqcucuccsyccAjcccccmucxcardocykycrcczvvfcxvga
"run_1556,ORNOT","[48, 50, 54, 55, 62, 65, 66]",7,24,"[1, 3, 4, 5, 6, 92, 97, 99, 100]",9,101,0.2376237623762376,0.0891089108910891,0.375,pwzjagcuccccactbccxybfdccwdqcucccoywcajcyccmccxscsciccyccqcucuccsyccAjcccccmucxcardocykycrcczvvfcxvga
"run_1556,OR",[],0,24,"[1, 3, 4, 5, 6, 92, 97, 99, 100]",9,101,0.2376237623762376,0.0891089108910891,0.375,pwzjagcuccccactbccxybfdccwdqcucccoywcajcyccmccxscsciccyccqcucuccsyccAjcccccmucxcardocykycrcczvvfcxvga
"run_1556,ANDNOT","[59, 61]",2,24,"[1, 3, 4, 5, 6, 92, 97, 99, 100]",9,101,0.2376237623762376,0.0891089108910891,0.375,pwzjagcuccccactbccxybfdccwdqcucccoywcajcyccmccxscsciccyccqcucuccsyccAjcccccmucxcardocykycrcczvvfcxvga
"run_1556,NOR",[],0,24,"[1, 3, 4, 5, 6, 92, 97, 99, 100]",9,101,0.2376237623762376,0.0891089108910891,0.375,pwzjagcuccccactbccxybfdccwdqcucccoywcajcyccmccxscsciccyccqcucuccsyccAjcccccmucxcardocykycrcczvvfcxvga
"run_1556,XOR",[],0,24,"[1, 3, 4, 5, 6, 92, 97, 99, 100]",9,101,0.2376237623762376,0.0891089108910891,0.375,pwzjagcuccccactbccxybfdccwdqcucccoywcajcyccmccxscsciccyccqcucuccsyccAjcccccmucxcardocykycrcczvvfcxvga
"run_1556,EQUALS",[],0,24,"[1, 3, 4, 5, 6, 92, 97, 99, 100]",9,101,0.2376237623762376,0.0891089108910891,0.375,pwzjagcuccccactbccxybfdccwdqcucccoywcajcyccmccxscsciccyccqcucuccsyccAjcccccmucxcardocykycrcczvvfcxvga
"run_1531,NOT","[31, 32, 46, 47]",4,25,"[0, 1, 2, 3, 10, 11, 20, 29, 69, 82, 92, 99, 100, 101, 102, 106, 107, 108, 109]",19,110,0.22727272727272727,0.17272727272727273,0.76,wzcaobackkgczhxetqczvcclyxcAjvysccccAodcxccccbuccfqxyceAcycAcccuubuayvyccAbcaqcejmvcrcsyuyctvykyccbzvvvfcaxgab
"run_1531,NAND","[66, 84, 85]",3,25,"[0, 1, 2, 3, 10, 11, 20, 29, 69, 82, 92, 99, 100, 101, 102, 106, 107, 108, 109]",19,110,0.22727272727272727,0.17272727272727273,0.76,wzcaobackkgczhxetqczvcclyxcAjvysccccAodcxccccbuccfqxyceAcycAcccuubuayvyccAbcaqcejmvcrcsyuyctvykyccbzvvvfcaxgab
"run_1531,AND",[],0,25,"[0, 1, 2, 3, 10, 11, 20, 29, 69, 82, 92, 99, 100, 101, 102, 106, 107, 108, 109]",19,110,0.22727272727272727,0.17272727272727273,0.76,wzcaobackkgczhxetqczvcclyxcAjvysccccAodcxccccbuccfqxyceAcycAcccuubuayvyccAbcaqcejmvcrcsyuyctvykyccbzvvvfcaxgab
"run_1531,ORNOT","[67, 68]",2,25,"[0, 1, 2, 3, 10, 11, 20, 29, 69, 82, 92, 99, 100, 101, 102, 106, 107, 108, 109]",19,110,0.22727272727272727,0.17272727272727273,0.76,wzcaobackkgczhxetqczvcclyxcAjvysccccAodcxccccbuccfqxyceAcycAcccuubuayvyccAbcaqcejmvcrcsyuyctvykyccbzvvvfcaxgab
"run_1531,OR",[],0,25,"[0, 1, 2, 3, 10, 11, 20, 29, 69, 82, 92, 99, 100, 101, 102, 106, 107, 108, 109]",19,110,0.22727272727272727,0.17272727272727273,0.76,wzcaobackkgczhxetqczvcclyxcAjvysccccAodcxccccbuccfqxyceAcycAcccuubuayvyccAbcaqcejmvcrcsyuyctvykyccbzvvvfcaxgab
"run_1531,ANDNOT","[47, 52, 53, 57, 58, 63, 64, 66, 67, 68, 71, 81, 84, 85, 86, 87]",16,25,"[0, 1, 2, 3, 10, 11, 20, 29, 69, 82, 92, 99, 100, 101, 102, 106, 107, 108, 109]",19,110,0.22727272727272727,0.17272727272727273,0.76,wzcaobackkgczhxetqczvcclyxcAjvysccccAodcxccccbuccfqxyceAcycAcccuubuayvyccAbcaqcejmvcrcsyuyctvykyccbzvvvfcaxgab
"run_1531,NOR","[47, 52, 53, 57, 58, 63, 64, 66, 67, 68, 70, 84, 85, 88, 89, 90, 91, 93]",18,25,"[0, 1, 2, 3, 10, 11, 20, 29, 69, 82, 92, 99, 100, 101, 102, 106, 107, 108, 109]",19,110,0.22727272727272727,0.17272727272727273,0.76,wzcaobackkgczhxetqczvcclyxcAjvysccccAodcxccccbuccfqxyceAcycAcccuubuayvyccAbcaqcejmvcrcsyuyctvykyccbzvvvfcaxgab
"run_1531,XOR",[],0,25,"[0, 1, 2, 3, 10, 11, 20, 29, 69, 82, 92, 99, 100, 101, 102, 106, 107, 108, 109]",19,110,0.22727272727272727,0.17272727272727273,0.76,wzcaobackkgczhxetqczvcclyxcAjvysccccAodcxccccbuccfqxyceAcycAcccuubuayvyccAbcaqcejmvcrcsyuyctvykyccbzvvvfcaxgab
"run_1531,EQUALS",[],0,25,"[0, 1, 2, 3, 10, 11, 20, 29, 69, 82, 92, 99, 100, 101, 102, 106, 107, 108, 109]",19,110,0.22727272727272727,0.17272727272727273,0.76,wzcaobackkgczhxetqczvcclyxcAjvysccccAodcxccccbuccfqxyceAcycAcccuubuayvyccAbcaqcejmvcrcsyuyctvykyccbzvvvfcaxgab
"run_1535,NOT","[23, 24, 53, 58, 62, 73, 74, 76, 77, 81, 82, 85, 86]",13,23,"[0, 2, 3, 4, 5, 92, 96, 98]",8,101,0.22772277227722773,0.07920792079207921,0.34782608695652173,wzjagcmchhAubivptvceccwpccAedcachcnccccccbsljckcpoyqkccacauAccycwcdccdqcucycucquyuccbyccuydAzvvvxvgww
"run_1535,NAND","[80, 82, 85, 86, 88, 89]",6,23,"[0, 2, 3, 4, 5, 92, 96, 98]",8,101,0.22772277227722773,0.07920792079207921,0.34782608695652173,wzjagcmchhAubivptvceccwpccAedcachcnccccccbsljckcpoyqkccacauAccycwcdccdqcucycucquyuccbyccuydAzvvvxvgww
"run_1535,AND",[],0,23,"[0, 2, 3, 4, 5, 92, 96, 98]",8,101,0.22772277227722773,0.07920792079207921,0.34782608695652173,wzjagcmchhAubivptvceccwpccAedcachcnccccccbsljckcpoyqkccacauAccycwcdccdqcucycucquyuccbyccuydAzvvvxvgww
"run_1535,ORNOT","[23, 24, 53, 62, 72]",5,23,"[0, 2, 3, 4, 5, 92, 96, 98]",8,101,0.22772277227722773,0.07920792079207921,0.34782608695652173,wzjagcmchhAubivptvceccwpccAedcachcnccccccbsljckcpoyqkccacauAccycwcdccdqcucycucquyuccbyccuydAzvvvxvgww
"run_1535,OR","[23, 24, 34, 35, 50, 53, 58, 63, 73, 74, 75, 76, 77, 79, 80]",15,23,"[0, 2, 3, 4, 5, 92, 96, 98]",8,101,0.22772277227722773,0.07920792079207921,0.34782608695652173,wzjagcmchhAubivptvceccwpccAedcachcnccccccbsljckcpoyqkccacauAccycwcdccdqcucycucquyuccbyccuydAzvvvxvgww
"run_1535,ANDNOT",[],0,23,"[0, 2, 3, 4, 5, 92, 96, 98]",8,101,0.22772277227722773,0.07920792079207921,0.34782608695652173,wzjagcmchhAubivptvceccwpccAedcachcnccccccbsljckcpoyqkccacauAccycwcdccdqcucycucquyuccbyccuydAzvvvxvgww
"run_1535,NOR",[],0,23,"[0, 2, 3, 4, 5, 92, 96, 98]",8,101,0.22772277227722773,0.07920792079207921,0.34782608695652173,wzjagcmchhAubivptvceccwpccAedcachcnccccccbsljckcpoyqkccacauAccycwcdccdqcucycucquyuccbyccuydAzvvvxvgww
"run_1535,XOR",[],0,23,"[0, 2, 3, 4, 5, 92, 96, 98]",8,101,0.22772277227722773,0.07920792079207921,0.34782608695652173,wzjagcmchhAubivptvceccwpccAedcachcnccccccbsljckcpoyqkccacauAccycwcdccdqcucycucquyuccbyccuydAzvvvxvgww
"run_1535,EQUALS",[],0,23,"[0, 2, 3, 4, 5, 92, 96, 98]",8,101,0.22772277227722773,0.07920792079207921,0.34782608695652173,wzjagcmchhAubivptvceccwpccAedcachcnccccccbsljckcpoyqkccacauAccycwcdccdqcucycucquyuccbyccuydAzvvvxvgww
"run_1541,NOT","[45, 46, 54, 55, 56, 57]",6,17,"[0, 1, 2, 3, 4, 5, 12, 16, 65, 90, 92, 93, 94, 95, 96, 100, 101, 102, 103]",19,104,0.16346153846153846,0.18269230769230768,1.1176470588235294,wzcagcfjdfyavcuyvlzlctcajutbycocrcckycmcmomqcycccdcmatpuuyocrdjcdvpjayuccuordcjypucccycjbyvrzvvvvfcaxgab
"run_1541,NAND","[71, 75, 79]",3,17,"[0, 1, 2, 3, 4, 5, 12, 16, 65, 90, 92, 93, 94, 95, 96, 100, 101, 102, 103]",19,104,0.16346153846153846,0.18269230769230768,1.1176470588235294,wzcagcfjdfyavcuyvlzlctcajutbycocrcckycmcmomqcycccdcmatpuuyocrdjcdvpjayuccuordcjypucccycjbyvrzvvvvfcaxgab
"run_1541,AND","[57, 70]",2,17,"[0, 1, 2, 3, 4, 5, 12, 16, 65, 90, 92, 93, 94, 95, 96, 100, 101, 102, 103]",19,104,0.16346153846153846,0.18269230769230768,1.1176470588235294,wzcagcfjdfyavcuyvlzlctcajutbycocrcckycmcmomqcycccdcmatpuuyocrdjcdvpjayuccuordcjypucccycjbyvrzvvvvfcaxgab
"run_1541,ORNOT","[70, 73, 74, 80, 89]",5,17,"[0, 1, 2, 3, 4, 5, 12, 16, 65, 90, 92, 93, 94, 95, 96, 100, 101, 102, 103]",19,104,0.16346153846153846,0.18269230769230768,1.1176470588235294,wzcagcfjdfyavcuyvlzlctcajutbycocrcckycmcmomqcycccdcmatpuuyocrdjcdvpjayuccuordcjypucccycjbyvrzvvvvfcaxgab
"run_1541,OR",[],0,17,"[0, 1, 2, 3, 4, 5, 12, 16, 65, 90, 92, 93, 94, 95, 96, 100, 101, 102, 103]",19,104,0.16346153846153846,0.18269230769230768,1.1176470588235294,wzcagcfjdfyavcuyvlzlctcajutbycocrcckycmcmomqcycccdcmatpuuyocrdjcdvpjayuccuordcjypucccycjbyvrzvvvvfcaxgab
"run_1541,ANDNOT","[57, 70, 73, 74, 75, 80, 81, 85, 86]",9,17,"[0, 1, 2, 3, 4, 5, 12, 16, 65, 90, 92, 93, 94, 95, 96, 100, 101, 102, 103]",19,104,0.16346153846153846,0.18269230769230768,1.1176470588235294,wzcagcfjdfyavcuyvlzlctcajutbycocrcckycmcmomqcycccdcmatpuuyocrdjcdvpjayuccuordcjypucccycjbyvrzvvvvfcaxgab
"run_1541,NOR",[],0,17,"[0, 1, 2, 3, 4, 5, 12, 16, 65, 90, 92, 93, 94, 95, 96, 100, 101, 102, 103]",19,104,0.16346153846153846,0.18269230769230768,1.1176470588235294,wzcagcfjdfyavcuyvlzlctcajutbycocrcckycmcmomqcycccdcmatpuuyocrdjcdvpjayuccuordcjypucccycjbyvrzvvvvfcaxgab
"run_1541,XOR",[],0,17,"[0, 1, 2, 3, 4, 5, 12, 16, 65, 90, 92, 93, 94, 95, 96, 100, 101, 102, 103]",19,104,0.16346153846153846,0.18269230769230768,1.1176470588235294,wzcagcfjdfyavcuyvlzlctcajutbycocrcckycmcmomqcycccdcmatpuuyocrdjcdvpjayuccuordcjypucccycjbyvrzvvvvfcaxgab
"run_1541,EQUALS",[],0,17,"[0, 1, 2, 3, 4, 5, 12, 16, 65, 90, 92, 93, 94, 95, 96, 100, 101, 102, 103]",19,104,0.16346153846153846,0.18269230769230768,1.1176470588235294,wzcagcfjdfyavcuyvlzlctcajutbycocrcckycmcmomqcycccdcmatpuuyocrdjcdvpjayuccuordcjypucccycjbyvrzvvvvfcaxgab
"run_1539,NOT","[7, 12, 16, 18, 19, 21, 22]",7,30,"[0, 1, 2, 3, 4, 5, 35, 46, 62, 90, 91, 92, 93, 97, 99, 100, 101]",17,102,0.29411764705882354,0.16666666666666666,0.5666666666666667,wzcagcdnfchclckcufyccuyucxecuwdcdccvcysaaeccycvmccsccdccrcccAwvjcccauactcAwjncycfcyuccsmwyzvvvfcaxvgab
"run_1539,NAND","[18, 19, 22, 23, 44, 45]",6,30,"[0, 1, 2, 3, 4, 5, 35, 46, 62, 90, 91, 92, 93, 97, 99, 100, 101]",17,102,0.29411764705882354,0.16666666666666666,0.5666666666666667,wzcagcdnfchclckcufyccuyucxecuwdcdccvcysaaeccycvmccsccdccrcccAwvjcccauactcAwjncycfcyuccsmwyzvvvfcaxvgab
"run_1539,AND","[18, 19, 22, 23, 24, 38, 39, 45, 48, 51, 56, 57, 69, 71, 72, 76, 77, 78, 79]",19,30,"[0, 1, 2, 3, 4, 5, 35, 46, 62, 90, 91, 92, 93, 97, 99, 100, 101]",17,102,0.29411764705882354,0.16666666666666666,0.5666666666666667,wzcagcdnfchclckcufyccuyucxecuwdcdccvcysaaeccycvmccsccdccrcccAwvjcccauactcAwjncycfcyuccsmwyzvvvfcaxvgab
"run_1539,ORNOT","[18, 19, 22, 23, 24, 28, 37]",7,30,"[0, 1, 2, 3, 4, 5, 35, 46, 62, 90, 91, 92, 93, 97, 99, 100, 101]",17,102,0.29411764705882354,0.16666666666666666,0.5666666666666667,wzcagcdnfchclckcufyccuyucxecuwdcdccvcysaaeccycvmccsccdccrcccAwvjcccauactcAwjncycfcyuccsmwyzvvvfcaxvgab
"run_1539,OR",[],0,30,"[0, 1, 2, 3, 4, 5, 35, 46, 62, 90, 91, 92, 93, 97, 99, 100, 101]",17,102,0.29411764705882354,0.16666666666666666,0.5666666666666667,wzcagcdnfchclckcufyccuyucxecuwdcdccvcysaaeccycvmccsccdccrcccAwvjcccauactcAwjncycfcyuccsmwyzvvvfcaxvgab
"run_1539,ANDNOT","[37, 39, 48, 51, 57, 69, 72, 77, 78, 83, 86, 87, 89]",13,30,"[0, 1, 2, 3, 4, 5, 35, 46, 62, 90, 91, 92, 93, 97, 99, 100, 101]",17,102,0.29411764705882354,0.16666666666666666,0.5666666666666667,wzcagcdnfchclckcufyccuyucxecuwdcdccvcysaaeccycvmccsccdccrcccAwvjcccauactcAwjncycfcyuccsmwyzvvvfcaxvgab
"run_1539,NOR",[37],1,30,"[0, 1, 2, 3, 4, 5, 35, 46, 62, 90, 91, 92, 93, 97, 99, 100, 101]",17,102,0.29411764705882354,0.16666666666666666,0.5666666666666667,wzcagcdnfchclckcufyccuyucxecuwdcdccvcysaaeccycvmccsccdccrcccAwvjcccauactcAwjncycfcyuccsmwyzvvvfcaxvgab
"run_1539,XOR",[],0,30,"[0, 1, 2, 3, 4, 5, 35, 46, 62, 90, 91, 92, 93, 97, 99, 100, 101]",17,102,0.29411764705882354,0.16666666666666666,0.5666666666666667,wzcagcdnfchclckcufyccuyucxecuwdcdccvcysaaeccycvmccsccdccrcccAwvjcccauactcAwjncycfcyuccsmwyzvvvfcaxvgab
"run_1539,EQUALS",[],0,30,"[0, 1, 2, 3, 4, 5, 35, 46, 62, 90, 91, 92, 93, 97, 99, 100, 101]",17,102,0.29411764705882354,0.16666666666666666,0.5666666666666667,wzcagcdnfchclckcufyccuyucxecuwdcdccvcysaaeccycvmccsccdccrcccAwvjcccauactcAwjncycfcyuccsmwyzvvvfcaxvgab
"run_1553,NOT","[16, 22, 23, 33, 42, 46, 50, 51, 54, 61, 67, 70, 71, 72, 73, 76, 77, 78, 79, 80]",20,32,"[0, 1, 2, 3, 5, 9, 102, 104, 105, 106]",10,107,0.29906542056074764,0.09345794392523364,0.3125,wzcagccpgcrkycrlpfdcicycccAvtbccucnaqcpcnwyccuccjuycwdyccacccovyucconlpyycclpucycjcacccftykczuznczvfcaxvgab
"run_1553,NAND","[63, 64, 72, 73]",4,32,"[0, 1, 2, 3, 5, 9, 102, 104, 105, 106]",10,107,0.29906542056074764,0.09345794392523364,0.3125,wzcagccpgcrkycrlpfdcicycccAvtbccucnaqcpcnwyccuccjuycwdyccacccovyucconlpyycclpucycjcacccftykczuznczvfcaxvgab
"run_1553,AND",[],0,32,"[0, 1, 2, 3, 5, 9, 102, 104, 105, 106]",10,107,0.29906542056074764,0.09345794392523364,0.3125,wzcagccpgcrkycrlpfdcicycccAvtbccucnaqcpcnwyccuccjuycwdyccacccovyucconlpyycclpucycjcacccftykczuznczvfcaxvgab
"run_1553,ORNOT","[16, 22, 23, 28, 33, 35, 39, 40, 42]",9,32,"[0, 1, 2, 3, 5, 9, 102, 104, 105, 106]",10,107,0.29906542056074764,0.09345794392523364,0.3125,wzcagccpgcrkycrlpfdcicycccAvtbccucnaqcpcnwyccuccjuycwdyccacccovyucconlpyycclpucycjcacccftykczuznczvfcaxvgab
"run_1553,OR","[16, 22, 23, 28, 33, 39, 42, 43, 45, 46, 49]",11,32,"[0, 1, 2, 3, 5, 9, 102, 104, 105, 106]",10,107,0.29906542056074764,0.09345794392523364,0.3125,wzcagccpgcrkycrlpfdcicycccAvtbccucnaqcpcnwyccuccjuycwdyccacccovyucconlpyycclpucycjcacccftykczuznczvfcaxvgab
"run_1553,ANDNOT","[16, 22, 23, 28, 33, 39, 42, 43, 45, 46, 49, 51, 55, 61, 67, 70, 76, 78, 79, 80, 88, 89]",22,32,"[0, 1, 2, 3, 5, 9, 102, 104, 105, 106]",10,107,0.29906542056074764,0.09345794392523364,0.3125,wzcagccpgcrkycrlpfdcicycccAvtbccucnaqcpcnwyccuccjuycwdyccacccovyucconlpyycclpucycjcacccftykczuznczvfcaxvgab
"run_1553,NOR",[],0,32,"[0, 1, 2, 3, 5, 9, 102, 104, 105, 106]",10,107,0.29906542056074764,0.09345794392523364,0.3125,wzcagccpgcrkycrlpfdcicycccAvtbccucnaqcpcnwyccuccjuycwdyccacccovyucconlpyycclpucycjcacccftykczuznczvfcaxvgab
"run_1553,XOR",[],0,32,"[0, 1, 2, 3, 5, 9, 102, 104, 105, 106]",10,107,0.29906542056074764,0.09345794392523364,0.3125,wzcagccpgcrkycrlpfdcicycccAvtbccucnaqcpcnwyccuccjuycwdyccacccovyucconlpyycclpucycjcacccftykczuznczvfcaxvgab
"run_1553,EQUALS","[72, 73]",2,32,"[0, 1, 2, 3, 5, 9, 102, 104, 105, 106]",10,107,0.29906542056074764,0.09345794392523364,0.3125,wzcagccpgcrkycrlpfdcicycccAvtbccucnaqcpcnwyccuccjuycwdyccacccovyucconlpyycclpucycjcacccftykczuznczvfcaxvgab
"run_1557,NOT","[14, 15, 31, 32, 33, 34, 38, 39, 46]",9,23,"[0, 1, 2, 3, 19, 24, 47, 50, 63, 90, 94, 95, 96, 97, 98, 100, 101]",17,102,0.22549019607843138,0.16666666666666666,0.7391304347826086,wzcahcdcdwcnnpycacgcblagclbqcybmcptcjscsxcbqcwyujucycxcoccjcccevoctccycddocyuccycrcwtijoazvfcaxvvvgzab
"run_1557,NAND","[69, 70, 75, 76, 77, 79, 80]",7,23,"[0, 1, 2, 3, 19, 24, 47, 50, 63, 90, 94, 95, 96, 97, 98, 100, 101]",17,102,0.22549019607843138,0.16666666666666666,0.7391304347826086,wzcahcdcdwcnnpycacgcblagclbqcybmcptcjscsxcbqcwyujucycxcoccjcccevoctccycddocyuccycrcwtijoazvfcaxvvvgzab
"run_1557,AND",[],0,23,"[0, 1, 2, 3, 19, 24, 47, 50, 63, 90, 94, 95, 96, 97, 98, 100, 101]",17,102,0.22549019607843138,0.16666666666666666,0.7391304347826086,wzcahcdcdwcnnpycacgcblagclbqcybmcptcjscsxcbqcwyujucycxcoccjcccevoctccycddocyuccycrcwtijoazvfcaxvvvgzab
"run_1557,ORNOT","[14, 15, 31, 32, 33, 34, 35, 46, 67, 75]",10,23,"[0, 1, 2, 3, 19, 24, 47, 50, 63, 90, 94, 95, 96, 97, 98, 100, 101]",17,102,0.22549019607843138,0.16666666666666666,0.7391304347826086,wzcahcdcdwcnnpycacgcblagclbqcybmcptcjscsxcbqcwyujucycxcoccjcccevoctccycddocyuccycrcwtijoazvfcaxvvvgzab
"run_1557,OR","[14, 15, 33, 34, 35, 46, 49, 51, 52]",9,23,"[0, 1, 2, 3, 19, 24, 47, 50, 63, 90, 94, 95, 96, 97, 98, 100, 101]",17,102,0.22549019607843138,0.16666666666666666,0.7391304347826086,wzcahcdcdwcnnpycacgcblagclbqcybmcptcjscsxcbqcwyujucycxcoccjcccevoctccycddocyuccycrcwtijoazvfcaxvvvgzab
"run_1557,ANDNOT",[],0,23,"[0, 1, 2, 3, 19, 24, 47, 50, 63, 90, 94, 95, 96, 97, 98, 100, 101]",17,102,0.22549019607843138,0.16666666666666666,0.7391304347826086,wzcahcdcdwcnnpycacgcblagclbqcybmcptcjscsxcbqcwyujucycxcoccjcccevoctccycddocyuccycrcwtijoazvfcaxvvvgzab
"run_1557,NOR","[14, 15, 29, 31, 32, 33, 34, 35, 46, 51, 52, 66, 69, 70]",14,23,"[0, 1, 2, 3, 19, 24, 47, 50, 63, 90, 94, 95, 96, 97, 98, 100, 101]",17,102,0.22549019607843138,0.16666666666666666,0.7391304347826086,wzcahcdcdwcnnpycacgcblagclbqcybmcptcjscsxcbqcwyujucycxcoccjcccevoctccycddocyuccycrcwtijoazvfcaxvvvgzab
"run_1557,XOR",[],0,23,"[0, 1, 2, 3, 19, 24, 47, 50, 63, 90, 94, 95, 96, 97, 98, 100, 101]",17,102,0.22549019607843138,0.16666666666666666,0.7391304347826086,wzcahcdcdwcnnpycacgcblagclbqcybmcptcjscsxcbqcwyujucycxcoccjcccevoctccycddocyuccycrcwtijoazvfcaxvvvgzab
"run_1557,EQUALS",[],0,23,"[0, 1, 2, 3, 19, 24, 47, 50, 63, 90, 94, 95, 96, 97, 98, 100, 101]",17,102,0.22549019607843138,0.16666666666666666,0.7391304347826086,wzcahcdcdwcnnpycacgcblagclbqcybmcptcjscsxcbqcwyujucycxcoccjcccevoctccycddocyuccycrcwtijoazvfcaxvvvgzab
"run_1536,NOT","[14, 15, 20, 21, 22, 23, 24, 26, 31]",9,27,"[0, 2, 3, 52, 53, 87, 92, 93, 94, 97, 98, 99]",12,100,0.27,0.12,0.4444444444444444,wzjabecflckhcArcceceuyctcnricycyucxcbuybcccacyccccucgcmcsccwqccdtybxjAcycidccsncxjccfpjvcjczvvvfcxga
